id,phrase,sentiment,intent,category,aspect,confidence,context_notes,beat_appreciation,gen_z_slang,toxicity,nsfw
78b9349a-8158-4d45-bb0c-33eed829f5ff,this deserves a grammy,positive,praise,praise_general,general,0.85,Award-worthy quality,False,False,none,False
1b7a6b20-24a4-41fa-8734-a95de6ef2e98,artist of the year,positive,praise,praise_performance,artist,0.9,Top artist recognition,False,False,none,False
6d36a198-99ba-4d78-b5d0-decc520db497,album of the year,positive,praise,praise_general,general,0.9,Top album recognition,False,False,none,False
2adf62bf-85ff-47e6-b93a-3556ec017169,insane vocals,positive,praise,praise_performance,vocals,0.85,Exceptional vocal performance,False,False,none,False
bf880f67-7fff-48b1-a412-e1a0a0e51b3a,vocals are crazy,positive,praise,praise_performance,vocals,0.85,Amazing vocal performance,False,False,none,False
3c40221a-3758-413a-a382-f0e67d1b9267,unmatched,positive,praise,praise_general,general,0.85,Without equal/superior,False,False,none,False
fa82c84d-97ad-42d3-815a-bd76272cf5db,stan,positive,praise,cultural_identity,artist,0.8,Support/love this artist,False,True,none,False
2ba1010b-be68-488e-8503-1a67d06775c5,stan forever,positive,praise,cultural_identity,artist,0.85,Permanent support,False,True,none,False
47489a1e-bd7b-4db2-9be3-c491192db723,legendary,positive,praise,praise_general,general,0.85,Epic/historic quality,False,False,none,False
e3944631-30b4-42fd-a206-072af48ea369,lowkey fire,positive,praise,praise_general,general,0.8,Somewhat excellent,False,True,none,False
4ec02be5-972c-4bee-88f3-97276a84abf3,highkey obsessed,positive,praise,engagement_behavioral,general,0.85,Very obsessed,False,True,none,False
e9b52dea-092e-410f-a079-6730f4c84c9a,lowkey obsessed,positive,praise,engagement_behavioral,general,0.8,Somewhat obsessed,False,True,none,False
1ce1cd7d-e47f-4f99-86ca-a7ed334e8d1a,different breed,positive,praise,praise_performance,artist,0.85,Uniquely talented,False,True,none,False
e106b2b2-45c4-41f6-80d5-8955bac0e51f,built different,positive,praise,praise_performance,artist,0.85,Uniquely made/talented,False,True,none,False
6c0e8255-e174-4381-b106-c51e6ae9cfc9,that's it that's the tweet,positive,praise,hype_excitement,general,0.75,Perfect summary/agreement,False,True,none,False
1d857652-2482-41ab-b4db-8cd5e9fc651d,say less,positive,praise,hype_excitement,general,0.7,I'm convinced/agree,False,True,none,False
89a3c4bb-36f6-46e4-98bf-696ac45c4439,bet,positive,praise,hype_excitement,general,0.65,Agreement/approval,False,True,none,False
6f70b0fc-f745-4514-81d7-d90ac555439c,facts,positive,praise,hype_excitement,general,0.7,Truth/agreement,False,True,none,False
3f80879a-3187-4977-9657-94d31811a294,we love to see it,positive,praise,cultural_identity,general,0.8,Community approval,False,True,none,False
314a2413-0e85-46ce-a7ae-30e4d83f038b,flames,positive,praise,praise_general,general,0.85,Excellent/fire,False,False,none,False
18a2d95a-77e0-4960-bcd1-f11f362aed26,this is a whole vibe,positive,praise,praise_general,general,0.8,Complete mood/feeling,False,False,none,False
82d4ae06-9533-4f4e-8495-eac0e2cd3751,adding to my playlist,positive,praise,engagement_behavioral,general,0.85,Personal endorsement,False,False,none,False
